id,FrameName,English,French,German,Spanish,Portuguese,Arabic,Chinese,Swedish
1 389,Social_event,"celebration.n, festival.n, dinner-party.n, benefit.n, bash.n, meeting.n, jollification.n, barbecue.n, host.v, fete.n, rave.n, ball.n, feast.n, shindig.n, picnic.n, reception.n, function.n, party.n, party.v, soiree.n, gala.n, get-together.n, fair.n, banquet.n, dinner.n, social.n, dance.n","dîner.n, fêter.v, soirée.n, sortie.n","feiern.v, Bankett.n, geben.v, ausrichten.v, Party.n, Picknick.n","fiesta.n, baile.n","recepção.n, festejar.v, velório.n, comemoração.n, reunião.n, feira.n, churrasco.n, , balada.n, baile.n, noitada.n, festa.n, promover.v, comemorar.v, badalar.v, encontro.n, rave.n, festa beneficente.n, samba.n, noite.n, happy hour.n, piquenique.n, social.n, celebração.n, banquete.n, celebrar.v, festival.n, ceia.n, jantar.n, vida noturna.n, conselho.n",,,"rejvfest.n, fira.v, kräftskiva.n, festival.n, festa.v, festande.n, kalas.n"
1 390,Social_event_collective,date.n,,,,"encontro.n, interagir.v, conviver.v",,,datdate.n
1 391,Social_event_individuals,go out with.v,,"ausgehen.v, aus sein.v",,sair com.v,,,
1 392,Social_interaction,,,,"juntarse.v, reunirse.v\n",,,,
1 393,Social_interaction_evaluation,"friendly.a, mature.a, kind.a, insensitive.a, uncivil.a, pleasant.a, gracious.a, tactful.a, rudeness.n, thoughtful.a, horrible.a, maturity.n, considerate.a, thoughtfulness.n, unfriendly.a, inconsiderate.a, mean.a, thoughtless.a, respectful.a, churlish.a, genial.a, sociable.a, amiable.a, good-natured.a, civil.a, barbaric.a, impertinent.a, discourteous.a, unkind.a, diplomatic.a, warm.a, boorish.a, nice.a, cordial.a, cruel.a, impudent.a, spiteful.a, compassionate.a, atrocious.a, smart.a, rude.a, courteous.a, compassion.n, disrespectful.a, ungracious.a, ill-mannered.a, impolite.a, sweet.a, cruelty.n, polite.a, good.a, good-humored.a",bienveillant.a,"aufmerksam.a, nett.a, freundlich.a, höflich.a, rücksichtslos.a, grausam.a",,"atencioso.a, arrogante.a, desrespeitoso.a, descuidado.a, gentil.a, respeitoso.a, incontrolável.a, amigável.a, atroz.a, descortês.a, bem-humorado.a, cortesia.n, hostil.a, bondoso.a, cuidadoso.a, malcriado.a, ríspido.a, caloroso.a, indelicado.a, doce.a, bondosamente.adv, agradável.a, civil.a, horrível.a, impertinente.a, , cortês.a, bom.a, inconveniente.a, compassivo.a, diplomático.a, educado.a, cordial.a, amável.a, antipático.a, insensível.a, mau.a, respeitável.a, compaixão.n, bárbaro.a, maduro.a, gracioso.a, Empático.a, maldoso.a, rudeza.n, sociável.a, amistoso.a, rude.a, simpático.a, maturidade.a, cruel.a, crueldade.n, incivil.a, graça.n, grosseiro.a, áspero.a, mal-educado.a",,,"diplomatisk.adv, trevlig.a, smidig.adv, elak.a, smidig.a, snäll.a, medmänsklig.a, närgången.a, vänlig.a, trofast.a, ovänlig.adv, ohövlig.adv, social.a, snäll.adv, hygglig.a, medmänsklighet.n"
1 394,Socially_significant_history_scenario,,"industrialisation.n, industrialisme.n",,,,,,
1 395,Sole_instance,"lone.a, one and only.a, sole.a, single.a, only.a, each.adv",seul.a,,,"somente.adv, unicamente.adv, única.a, cada.pron, parar.v, sobrar.v, simplesmente.adv, para.a, apenas.adv, só.adv, sobre.n, apenar.v, único.a, , cada.a",,,enda.a
1 396,Sorting,", sort.v, separate.a, separation.n, segregate.v","tri.a, trier.a",,,,,,
1 397,Sound_level,"loud.a, quiet.a",,laut.a,,"alto.a, silêncio.n, silencioso.a, quieto.a, quietude.n",,,"tyst.a, högljudd.adv, tyst.adv"
1 398,Sound_movement,"roll.v, echo.v, blast.v, resound.v, reverberate.v",,"ertönen.v, kommen.v, hallen.v, gehen.v",,"ecoar.v, reverberar.v",,,"skalla.v, eka.v"
1 399,Sounds,"peep.n, guffaw.n, rasp.n, giggle.n, plash.n, hum.n, wail.n, plop.n, rap.n, clink.n, screech.n, plunk.n, bleat.n, whistle.n, whimper.n, snarl.n, bellow.n, noise.n, chuckle.n, sob.n, bray.n, tinkle.n, sound.n, cheep.n, sough.n, babble.n, twitter.n, titter.n, blare.n, yammer.n, blast.n, boom.n, clatter.n, snort.n, clack.n, quack.n, yodel.n, growl.n, thump.n, hiss.n, sizzle.n, thunder.n, crunch.n, snigger.n, squawk.n, bark.n, roar.n, caw.n, grunt.n, bang.n, yelp.n, chirp.n, whine.n, scrunch.n, whinny.n, slap.n, moan.n, clang.n, click.n, neigh.n, beep.n, toll.n, squeal.n, mew.n, gasp.n, patter.n, drone.n, rustle.n, cackle.n, chatter.n, purr.n, cough.n, scrape.n, peal.n, yowl.n, burble.n, trumpet.n, clash.n, hoot.n, smack.n, yap.n, snore.n, tweet.n, buzz.n, gurgle.n, coo.n, creak.n","musique.n, son.n",,,"voz.n, estalar.v, barulhento.a, som.n, eco.n, acústica.n, , estalo.n",,,"dån.n, Aa.n, eko.n, explosion.n, ultraljud.n, sorl.n, ton.n, vibrato.n, tremolo.n, bubbel.n, muller.n, brandlarm.n"
1 400,Source_of_getting,source.n,,,,"procedência.n, fonte.n",,,"källa.n, ljuskälla.n, inkomstkälla.n, energikälla.n"
1 401,Source_path_goal,,,,,,,,
1 402,Spatial_co-location,"there.adv, standpoint.n, home.adv, here.adv, where [interrog].adv, where [relativizer].adv, at.prep",ici.adv,,,"lá.adv, aonde.pron, aí.adv, em.prep, aqui.adv",,,
1 403,Spatial_contact,"on top (of).prep, touch.v, against.prep, atop.prep, contact.v, contact.n, on.prep, tangent.a, touching.a, off.prep, upon.prep",,,,"contato.n, contra.prep, sobre.prep, fazer contato.v, ao lado.adv, no topo.adv, em.prep, em cima.adv, no.prep, íngreme.a, tangente.a, tocar.v",,,
1 404,Speak_on_topic,"sermonize.v, ramble.v, hold forth.v, discuss.v, deal.v, preach.v, expatiate.v, go on.v, lecture.n, tell.v, address.v, lecture.v, expound.v, pontificate.v, address.n","conférence.n, parler.v, présentation.n",,,"palestrar.v, explicar.v, falar.v, discutir.v, discurso.n, debater.v, discursar.v",,,"predikning.n, predika.v"
1 405,Species_activity,,,,,,,,
1 406,Species_colonization,", colonization.n, recolonization.n, colonize.v","colonisation.n, coloniser.v, établir.v, établissement.n, peupler.v",,,,,,
1 407,Specific_individual,"specific.a, particular.a, certain.a",particulier.a,bestimmt.a,,específico.a,,,
1 408,Speed_description,"slow.a, quickly.adv, rate.n, smart.a, rapidly.adv, fast.a, pace.n, breakneck.a, speed.n, speedy.a, speedily.adv, rapid.a, quick.a",,"schwimmen.v, machen.v, fliegen.v",,"rapidamente.adv, velocidade.n, velozmente.adv, veloz.a, rápido.a",,,"fart.n, fort.adv, snabb.adv, hastig.a, hastighet.n, hastig.adv, snabb.a, fartta fart:19.n, fartta fart:13.n"
1 409,Spelling_and_pronouncing,"spell.v, say.v, misspell.v, sound.n, pronounce.v, write.v, mispronounce.v",écrire.v,,,"pronunciar.v, soar.v, escrever.v, soletrar.v",,,accentuera.v
1 410,Spilling,", spill.n","déverser.v, écouler.v, marée.a",,,,,,
1 411,Sports,", handball.n, swimming.n, horse racing.n, rugby.n, archery.n, taekwondo.n, baseball.n, beach volleyball.n, diving.n, cycling.n, table tennis.n, badminton.n, soccer.n, skateboarding.n, artistic swimming.n, sports.a, triathlon.n, water polo.n, sailing.n, futsal.n, synchronised swimming.n, gymnastics.n, track and field.n, volleyball.n, climbing.n, basketball.n, canoeing.n, equestrian.n, kayak.v, athletics.n, weightlifting.n, golf.n, fencing.n, tennis.n, squash.n, football.n, softball.n, sport.n, field hockey.n, rowing.n, modern pentathlon.n, wrestling.n, karate.n, judo.n, skate.n, surfing.n, shooting.n, boxing.n",,,"de, pesa.n, ciclismo.n, esgrima.n, remo.n, tenis, mesa.n, baseball.n, boxeo.n, fútbol.n, judo.n, pelota, natación, escalada.n, pugilismo.n, base.n, hierba.n, bádminton.n, básquet.n, golf.n, tenis.n, sobre, voleibol.n, equitación.n, con, voleibol, olímpico.n, playa.n, hockey, vela.n, taekwondo.n, baloncesto.n, handball.n, balón-pie.n, gimnasia.n, karate.n, salto.n, piragüismo.n, rugby.n, balonmano.n, atletismo.n, kárate.n, monopatinaje.n, natación.n, arco.n, deportivo.n, deporte.n, césped.n, canotaje.n, moderno.n, levantamiento, waterpolo.n, básquetbol.n, pentatlón, halterofilia.n, sincronizada.n, hándbol.n, sóftbol.n, béisbol.n, triatlón.n, skate.n, lucha.n, tiro, surf.n","beisebol.n, futebol.n, ciclismo.n, esgrima.n, remo.n, surfe.n, badminton.n, baseball.n, luta olímpica.n, caminhada.n, escalada.n, nado sincronizado.n, esqueite.n, esqueitismo.n, softball.n, tênis de mesa.n, atividade física.n, ginástica.n, pólo aquático.n, vôlei de praia.n, halterofilismo.n, softbol.n, canoagem.n, basquetebol.n, voleibol.n, caratê.n, crossfit.n, boxe.n, golfe.n, , judô.n, karatê.n, pentatlo moderno.n, jiu-jitsu.n, tiro com arco.n, vela.n, taekwondo.n, vôlei.n, triatlo.n, hóquei sobre grama.n, rugbi.n, salto ornamental.n, exercícios físicos.n, rugby.n, atletismo.n, tiro esportivo.n, esportivo.a, hipismo.n, levantamento de peso.n, skate.n, basquete.n, natação.n, esporte.n, futsal.n, handebol.n, tênis.n",,,
1 412,Sports_disciplines,", steeplechase.n, road cycling.n, trampoline gymnastics.n, triple jump.n, jumping.n, rhythmic gymnastics.n, dressage.n, BMX cycling.n, running.n, breast stroke.n, épée.n, racewalking.n, BMX racing.n, tuck.n, sprint running.n, BMX freestyle cycling.n, sabre.n, middle distance.n, leaping.n, high jump.n, eventing.n, decathlon.n, butterfly.n, relay racing.n, foot race.n, mountain bike cycling.n, artistic gymnastics.n, backstroke.n, race.n, show jumping.n, vault.n, throw.n, long jump.n, heptathlon.n, medley.n, obstacle race.n, throwing.n, pole vault.n, discipline.n, breaststroke.n, foil.n, race walking.n, freestyle.n, release.n, run.n, long-distance running.n, BMX freestyle.n, sword.n, relay race.n, sprinting.n, slalom canoeing.n, greco-roman wrestling.n, trampolining.n, sprint.n, BMX racing cycling.n, park.n, wrestling.n, street.n, sprint canoeing.n, sprint race.n, back crawl.n, marathon.n, saber.n, forward crawl.n, track cycling.n, australian crawl.n, crawl.n",,,"en, elástica.n, cama, trampolín.n, artística.n, rítmica.n, lanzamiento.n, gimnasia","ginástica rítmica.n, nado costas.n, arremesso.n, salto triplo.n, canoagem velocidade.n, luta estilo livre.n, trampolim acrobático.n, ciclismo de pista.n, nado peito.n, costas.n, nado livre.n, corrida de fundo.n, ciclismo BMX racing.n, marcha atlética.n, sabre.n, concurso completo de equitação.n, espada.n, hipismo saltos.n, nado borboleta.n, salto com vara.n, ciclismo BMX manobras.n, ciclismo BMX corrida.n, street.n, ciclismo mountain bike.n, florete.n, maratona.n, luta greco-romana.n, , salto em distância.n, meio-fundo.n, ginástica de trampolim.n, heptatlo.n, corrida com obstáculos.n, canoagem slalom.n, ciclismo BMX.n, peito.n, borboleta.n, salto.n, modalidade.n, salto em altura.n, ciclismo BMX freestyle.n, corrida.n, decatlo.n, medley.n, ciclismo de estrada.n, hipismo adestramento.n, park.n, corrida de velocidade.n, corrida de longa distância.n, crawl.n, revezamento.n, lançamento.n, estilo livre.n, crol.n, ginástica artística.n, hipismo CCE.n",,,
1 413,Sports_equipment,", hoop.n, knee guard.n, vault table.n, throat protector.n, still rings.n, ring.n, high bar.n, rope.n, bar.n, bow.n, shuttlecock.n, bird.n, apparatus.n, uneven bars.n, paddle.n, whistle.n, golf club.n, foil.n, sword.n, springboard.n, table.n, oar.n, camera.n, javelin.n, ear protector.n, arrow.n, shin guard.n, disk.n, shot.n, hammer.n, mask.n, sabre.n, billiard cue.n, bicycle.n, parachute.n, ball.n, goggles.n, pommel horse.n, dart.n, kayak.n, saber.n, boat.n, ski.n, flag.n, canoe.n, racket.n, baton.n, board.n, bike.n, bat.n, glasses.n, starting pistol.n, weight.n, head guard.n, face mask.n, card.n, discus.n, vessel.n, parallel bars.n, groin guard.n, sailboat.n, stick.n, weapon.n, dumbbell.n, pole.n, mouth guard.n, floor.n, club.n, starter pistol.n, épée.n, horizontal bar.n, racquet.n, ribbon.n, nose clip.n, elbow guard.n, buck.n, vault.n, horse.n, helmet.n, trampoline.n, pistol.n, cycle.n, skateboard.n, beam.n, side horse.n, equipment.n, gymnastic ring.n","anneaux de gymnastique.n, apito.n, arc.n, bateau.n",,"meta.n, de, balón.n, barra, kayak, pesa.n, bota.n, esgrima.n, maza.n, alta.n, chaleco.n, bala.n, bote, sable.n, short.n, toca.n, remos.n, uniforme.n, casco.n, pastilla.n, cinta.n, raqueta.n, fija.n, palo, golf.n, red.n, camiseta.n, trampolín.n, pantalón, zapato.n, banderín.n, brazalete.n, zunga.n, jabalina.n, barra.n, buque.n, travesaño.n, bote.n, espada, aro.n, peso.n, pluma.n, pelota.n, canasta.n, arco.n, potrillo.n, cestilla.n, portería.n, poste.n, tarjeta.n, caballo.n, barrera.n, mar.n, kimono.n, guante.n, anillos.n, corto.n, kayac.n, bola.n, cuerda.n, silbato.n, bici.n, cayuco.n","protetor de garganta.n, arma.n, solo.n, cotoveleira.n, remo.n, clipe nasal.n, mesa.n, trampolim.n, mesa de salto.n, disco.n, prancha.n, sabre.n, vara.n, protetor bucal.n, espada.n, óculos.n, bandeira.n, embarcação.n, patins.n, pena.n, coquilha.n, apito.n, peteca.n, argola.n, florete.n, maça.n, barra.n, , barra fixa.n, joelheira.n, caneleira.n, óculos de natação.n, equipamento.n, vela.n, volante.n, taco.n, pistola de partida.n, barras assimétricas.n, caiaque.n, aparelho.n, protetor de ouvido.n, dardo.n, capacete.n, peso.n, protetor nasal.n, trave.n, arco.n, barco.n, fita.n, protetor de orelha.n, máscara facial.n, canoa.n, protetor de cabeça.n, câmera digital.n, cartão.n, raquete.n, cavalo.n, corda.n, barras paralelas.n, flecha.n, skate.n, pistola.n, bola.n, bastão.n, bicicleta.n, máscara.n, martelo.n, bike.n, cavalo com alças.n",,,
1 414,Sports_event,", relay.n, trial.n, return game.n, match.n, olympics.n, World Cup.n, away game.n, game.n, return match.n, event.n, America Cup.n, olympic games.n, performance.n, race.n, away match.n, games.n, regatta.n, home game.n, rematch.n, home match.n, second leg.n, first leg.n, bout.n, olympic.a, season.n, fight.n, combat.n",,,"juego.n, Copa.n, juegos, olimpiada.n, olímpico.a, olímpicos.n, Mundial.n, Copa, juegos.n","evento.n, luta.n, partida de ida.n, temporada.n, mundial.n, partida.n, jogos olímpicos.n, jogo fora de casa.n, duelo.n, Copa do Mundo.n, olimpíada.n, jogo de volta.n, Copa América.n, regata.n, , game.n, jogo de ida.n, jogo em casa.n, partida de volta.n, Copa.n, partida em casa.n, combate.n, prova.n, jogo.n, paraolimpíada.n, corrida.n, partida fora de casa.n, brasileirão.n, olímpico.a, apresentação.n",,,
1 415,Sports_scenario,", sport.n",sport.n,,deporte.n,,,,
1 416,Sports_temporal_subdivision,", interval.n, half-time break.n, stoppage time.n, start.n, series.n, starting time.n, range.n, time-out.n, time.n, regular time.n, lap.n, injury time.n, additional time.n, final stage.n, end.n, golden score.n, kickoff.n, try.n, extra time.n, halftime.n, round.n, routine.n, half.n, over time.n, added time.n, beginning.n, penalty shoot-out.n, set.n, quarter.n, attempt.n",final.n,,"descanso.n, de, añadido.n, final.n, medio, serie.n, intervalo, tiempo.n, tanda, descuento.n, rutina.n, penaltis.n, prórroga.n, inicio.n, tiempo","volta.n, round.n, quarto.n, prorrogação.n, final.n, disputa de pênaltis.n, correspondente.a, , acréscimo.n, rotina.n, assalto.n, início.n, tentativa.n, série.n, golden score.n, rodada.n, intervalo.n, tempo regulamentar.n, tempo.n, correspondentemente.adv, set.n",,,
1 417,Sports_venues,", track.n, horse riding field.n, baseball field.n, laguna.n, badminton court.n, athletics track.n, athletics field.n, football stadium.n, soccer field.n, football field.n, arena.n, golf course.n, volleyball court.n, aquatic center.n, shore.n, pool.n, rugby field.n, basketball court.n, beach.n, court.n, racecourse.n, canoeing area.n, gymnastics center.n, stadium.n, field.n, handball court.n, gym.n, venue.n, sambodrome.n, tennis court.n, circuit.n, hockey field.n, sports complex.n, pavilion.n, street.n, gymnasium.n, velodrome.n, lagune.n, sea.n",,,"de, centro, ciclismo.n, pabellón, velodrome.n, zona, estadio, carreras.n, parque, calle.n, sambódromo.n, golf.n, pista, laguna.n, equitación.n, playa.n, acuático.n, piragüismo.n, estadio.n, polideportivo.n, hockey.n, gimnasio.n, campo, deportivo.n","quadra de handebol.n, rua.n, centro aquático.n, praia.n, arena.n, pavilhão.n, quadra de basquete.n, velódromo.n, pista de ciclismo.n, centro de ginástica olímpica.n, lagoa.n, estádio.n, campo de beisebol.n, campo de golfe.n, sambódromo.n, estádio de futebol.n, campo.n, instalação.n, campo de hóquei.n, , quadra.n, área para canoagem.n, quadra de vôlei.n, circuito.n, quadra de badminton.n, ginásio poliesportivo.n, pista de atletismo.n, mar.n, campo de atletismo.n, campo para equitação.n, campo de futebol.n, quadra de tênis.n, ginásio.n, pista.n, campo de rúgbi.n",,,
1 418,Sports_venues_subparts,", hoop.n, base line.n, landing area.n, backstop.n, back line.n, seat.n, back zone.n, penalty line.n, penalty spot.n, goal area.n, ring.n, striking circle.n, bar.n, ten-meter line.n, landing pit.n, mat.n, penalty box.n, free throw line.n, third base.n, throw-in line.n, swimming pool.n, ""coachs box.n"", goal line.n, sector.n, in-goal area.n, corner.n, twenty-three-meter line.n, post.n, throwing circle.n, table.n, penalty arc.n, carpet.n, service zone.n, padding.n, flagpost.n, midfield.n, bleachers.n, arc.n, free throw area.n, throwing area.n, rim.n, cage.n, circle.n, restroom.n, lawn.n, end line.n, crossbar.n, technical area.n, pool.n, commentary box.n, target.n, halfway line.n, lane.n, net.n, second base.n, score board.n, center circle.n, foul pole.n, three-pointer.n, water jump.n, warning track.n, takeoff board.n, foul line.n, touch line.n, corner flagpost.n, corner flag.n, goal.n, penalty area line.n, fourth base.n, tatami mat.n, hurdle.n, dead-ball line.n, three-point arc.n, key.n, sand box.n, area.n, VIP box.n, bench.n, scoreboard.n, try line.n, paint.n, six-meter line.n, ""pitchers plate.n"", sand pit.n, hand-off zone.n, lane line.n, infield boundary.n, score.n, suite.n, screen.n, flag post.n, basket.n, twenty-two-meter line.n, two-point zone.n, starting block.n, home.n, board.n, side line.n, floormat.n, ringside.n, pit.n, grandstand.n, attack line.n, center line.n, first base.n, prize ring.n, home plate.n, goal area line.n, speaker.n, baseline.n, penalty area marking.n, three-point line.n, front zone.n, center mark.n, ticket office.n, restricted area.n, obstacle.n, penalty area.n, boxing ring.n, seven-meter line.n, ramp.n, sideline.n, free zone.n, platform.n, ""pitchers mound.n"", backboard.n, covered stand.n, mattress.n, broadcast booth.n, shooting circle.n, throwing zone.n, service area.n, outfield boundary.n, stands.n, goalkeeper line.n, impediment.n, water pit.n, goal area marking.n",,,"de, boxeo.n, área.n, cancha.n, gradas.n, punto, media, campo.n, luna.n, tatami.n, esquina.n, central.n, área, marcador.n, medio, círculo, piscina.n, ring, cuadrilátero, chica.n, banquillo.n, línea, tablado.n, césped.n, área, grande.n, plataforma.n, penal.n, banda.n, fondo.n","linha de zona morta.n, área.n, zona de serviço.n, gramado.n, striking circle.n, linha da grande área.n, alvo.n, placar.n, meio de campo.n, sarrafo.n, obstáculo.n, bandeira de escanteio.n, tábua de salto.n, área restritiva.n, fosso de água.n, , travessão.n, garrafão.n, raia.n, marca de pênalti.n, círculo de lançamento.n, linha de meio-campo.n, linha central.n, banheiro.n, caixa do técnico.n, gaiola.n, área de saque.n, plataforma.n, segunda base.n, assento.n, pista.n, arquibancada.n, toilette.n, placar eletrônico.n, toalete.n, zona de lançamento.n, banco de reservas.n, linha de saque.n, zona de aterrissagem.n, cabine de transmissão.n, linha de sete metros.n, pista de alerta.n, primeira base.n, meio-campo.n, monte do lançador.n, ringue.n, barra.n, alto-falante.n, linha de fundo.n, linha de seis metros.n, linha de ataque.n, área de queda.n, aro.n, círculo central.n, tablado.n, tatame.n, círculo de disparo.n, poste.n, zona livre.n, linha de restrição do goleiro.n, bilheteria.n, rede.n, mastro de falta.n, tapete.n, linha de três pontos.n, zona de trás.n, cesta.n, linha de falta.n, gol.n, rampa.n, fosso com água.n, mesa.n, terceira base.n, arco de três pontos.n, linha de arremesso livre.n, marca central.n, telão.n, bandeira.n, tabela.n, zona frontal.n, grande-área.n, linha lateral.n, pequena área.n, linha de tiro livre.n, tábua de impulsão.n, área técnica.n, trave.n, escanteio.n, bloco de partida.n, limite de campo externo.n, quarta base.n, baliza.n, linha de vinte e três metros.n, setor.n, barreira.n, zona de dois pontos.n, área interna do gol.n, linha de vinte e dois metros.n, área de lance livre.n, camarote.n, faixa.n, linha de dez metros.n, bloco inicial.n, linha de gol.n, área de aterrissagem.n, linha de lance livre.n, base do rebatedor.n, lateral.n, meia-lua.n, limite de campo interno.n, linha de arremesso lateral.n, zona de passagem.n, caixa de aterrissagem.n, piscina.n, área de lançamento.n, linha da pequena área.n, try line.n, encaixe.n, colchão.n, caixa de areia.n, banco.n, grande área.n",,,
